mpn,manufacturer,"product name","product  description ",price,stock,"stock description ","product url","image url",category,"shipping rate "
TPLTD-W8960N,TP-Link,"TP-Link TD-W8960N Wireless N300 ADSL2+ Modem Router","What This Product DoesTP-LINK&rsquo;s TD-W8960N 300Mbps Wireless N ADSL2+ Modem Router is an incredibly robust all-in-one device that provides a full rate of ADSL2+ standard with the superb reliability and a cost-effective solution for home and small business. With the TD-W8960N, you can easily create a secure wireless network and share a high-speed internet connection while access to shared files, music, photos, and printers with multiple computers. What&rsquo;s more, this all-in-one device allows for two different connection types: ADSL or Ethernet WAN, giving users the flexibility to access the Internet via whichever method is most convenient.&nbsp;All-in-One Device-Clear up your desktop!The TD-W8960N does the work of several networking devices packed into one sleek device. With an ADSL2+ modem, NAT router, 4-port switch and 300Mbps wireless N access point, this device eliminates the need to purchase multiple devices to access and share a high-speed internet connection.300Mbps Wireless-Incredible Wireless ExperienceWith 300Mbps 802.11n wireless and 4 Megabit LAN ports, the TD-W8960N is the ideal choice for bandwidth heavy users that rely on speedy, reliable connections for bandwidth intensive work or entertainment such as lag-free conference calls, HD video streaming or online gaming.Interchangeable LAN/WAN Port - Versatile ConnectivityThe TD-W8960N supports ADSL or Ethernet WAN connections (EWAN) that allow users to have the flexibility of different Internet connections among ADSL, cable or fiber modem using its interchangeable LAN/WAN port. This unique feature makes it easier when users need to change to fiber or cable services when necessary.&nbsp;IPSec VPN- Virtually ImpregnableHaving the IPSec VPN (site-to-site) function, the TD-W8960N is no longer just a wireless ADSL modem router, it can also works as a VPN gateway, which support up to 10 IPSec VPN tunnels simultaneously. VPN (Virtual Private Network) function can create encrypted tunnels between the company's network and the remote users. These tunnels use virtual connections instead of the dedicated, real-world connection such as leased line. Then users can allow for complete data privacy for the access and exchange of user's most sensitive data from home to corporate network or between remote branch offices safely with TD-W8960N.IP QoS－Control Bandwidth ReasonablyTD-W8960N supports IP QoS (Quality of Service), allowing optimum utilization of bandwidth and offering bandwidth control over congestion, preventing bandwidth abuse. In this way, users of a small network receive committed and specific bandwidth, preventing non-critical applications from degrading network performance.&nbsp;Easy To UseEven novice users can easily setup their networking products. The device comes with a CD with an Easy Setup Assistant that leads you through the setup process step-by-step, and even helps with wireless network settings and security configurations.WPS-One Button SecurityTo setup their network's security encryption, users need simply to press the ""WPS"" button on their TD-W8960N, then push the ""WPS"" button or enter the router's PIN Code in the wireless client, and it will automatically establish a WPA secure connection. Not only is this faster than normal security setups but more convenient in that users don't need to remember a password!",42.00,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-td-w8960n-n300-modem-router,http://www.wireless1.com.au/media/catalog/product/t/d/td-w8960n_ps2.jpg,"Wireless Routers",
TPLTD-W8970,TP-Link,"TP-Link TD-W8970 Wireless N300 ADSL2+ Gigabit Modem Router","What This Product DoesTP-LINK&rsquo;s TD-W8970 300Mbps Wireless N Gigabit ADSL2+ Modem Router is an incredibly robust all-in-one device allowing users to access high-speed internet connections and share them wirelessly at blazing 300Mbps wireless speeds or by using one of its 4 Gigabit LAN ports. With 2 multifunctional USB ports, users can share printers, files and media across the local network or the internet. What&rsquo;s more, this All-in-one device allows for two different connection types: ADSL, or Ethernet WAN, giving users the flexibility to access the Internet whichever method is most convenient.Clear up your desktop!The TD-W8970 does the work of several networking devices packed into one sleek device. With an ADSL2+ modem, NAT router and 300Mbps wireless access point, this device eliminates the need to purchase multiple devices to access and share a high-speed internet connections.Full Gigabit Ports - More Power to YouWith 300Mbps 802.11n wireless and 4 Gigabit LAN ports, the TD-W8970 is the ideal choice for bandwidth heavy users that rely on speedy, reliable connections for bandwidth intensive work or entertainment such as lag-free conference calls, HD video streaming or online gaming.2 USB Sharing Ports - Easy SharingUsing the TD-W8970&rsquo;s two multi-functional USB 2.0 ports, users can share printers, files and media either throughout the network at home with several different computers or even away, using the device&rsquo;s FTP server functions so that you never have to part with your files.&nbsp;Interchangeable LAN/WAN Port - Versatile ConnectivityThe TD-W8970 supports ADSL or Ethernet WAN connections (EWAN) that allow users to have the flexibility of different Internet connections among ADSL, cable or fiber modem using its interchangeable LAN/WAN port. This unique feature makes it easier when users need to change to fiber or cable services when necessary. &nbsp;IPv6 ReadyThis device supports IPv6, which is foundational to the next generation Internet and enables a range of new services and improved user experiences.Virtually ImpregnableThe ability to support up to 10 IPsec VPN tunnels simultaneously gives TD-W8970 users the flexibility to setup a virtual private network, to guarantee network security and take advantage of network access whether at home or away, for work or simply to access files from their local networks.IP QoS &ndash; Efficient Bandwidth ControlIP QoS allows network administrators to allot a specific amount of available bandwidth to each network connected device simply by identifying it by its IP address, ensuring that those devices with critical tasks always have enough bandwidth and preventing any one device from hoarding bandwidth from the rest of the users on the network. &nbsp;",78.00,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-td-w8970-n300-gigabit-modem-router,http://www.wireless1.com.au/media/catalog/product/t/d/td-w8970-ps1.jpg,"Modem Routers",
TPLTD-W8980,TP-Link,"TP-Link TD-W8980 Wireless N600 Dual Band ADSL2+ Gigabyte Modem Router","What This Product DoesTP-LINK&rsquo;s N600 Wireless Dual Band Gigabit ADSL2+ Modem Router TD-W8980 is an incredibly robust all-in-one device combining the crystal clear 5GHz band and the traditional 2.4GHz band. With 600Mbps of total bandwidth, simple tasks like sending e-mails can be handled by the 2.4GHz band while bandwidth intensive tasks like online gaming or HD video streaming can be processed by the 5GHz band &ndash; all at the same time. Its all gigabit ports allow users to access high-speed internet connections and share them wirelessly at blazing 300Mbps wireless speeds or by using one of its 4 gigabit LAN ports. With 2 multifunctional USB ports, users can share printers, files and media across the local network or the internet. What&rsquo;s more, this All-in-one device allows for two different connection types: ADSL, or Ethernet WAN, giving users the flexibility to access the Internet whichever method is most convenient.Simultaneous Dual Band &ndash; More Bandwidth, Less InterferenceYou can run day-to-day applications like e-mailing and web browsing over the 2.4GHz band at 300Mbps, more latency sensitive tasks like online gaming or HD video streaming can be processed over the 5GHz band at 300Mbps &ndash; all at the same time.5 Antennas - Incredible Wireless CoverageWith 3 external 5dBi antennas serving the 5GHz band and 2 internal antennas serving the 2.4GHz band combined with higher quality antenna technology, you can maintain high speeds across greater distances. This provides you with incredible wireless coverage and reliability from anywhere in your large home or office.All-in-One Devices &ndash; Clear Up Your DeskThe TD-W8980 does the work of several networking devices packed into one sleek device. With an ADSL2+ Modem, NAT Router, 4-Port Switch and Wireless N Access Point, this device eliminates the need to purchase multiple devices to access and share a high-speed internet connections.",94.00,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-td-w8980-n600-dual-band-modem-router,http://www.wireless1.com.au/media/catalog/product/t/d/td-w8980_ps1.jpg,"Wireless Routers",
TPLTL-ANT2408C,TP-Link,"TP-Link TL-ANT2408C Omni-directional Antenna","What This Product DoesIndoor desktop omni-directional antenna TL-ANT2408C operates in the 2.4-2.5 GHz band and provides 8dBi omni-directional operation, which largely extends the wireless range and delivers much better wireless performance. The antenna offers the RP-SMA Female connector guaranteeing wider compatibility with most of the wireless equipments.Replacing your wifi antenna with TL-ANT2408C will significantly increase the range and strength of your wifi signal. This quality built omni-directional antenna is a direct replacement for the antenna that comes standard with your router, access point. Because it is omni-directional, no aiming is equired - it can send and receive wifi in all directions.Easy To UseInstallation is very easy - just detach your device's factory antenna and attach our booster antenna and you'll experience an instant increase in signal coverage and stability. Please note that the increase in signal strength depends mostly on your router or adapter; upgrading the antennas helps but the signal cannot transmit or receive at a level that your modem or adapter does not have.",19.00,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-ant2408c-omni-directional-antenna,http://www.wireless1.com.au/media/catalog/product/t/l/tl-ant2408c_ps1.jpg,"Wireless Range Extenders",
TPLTL-PA211,TP-Link,"TP-Link TL-PA211 Powerline Ethernet Adapter","What This Product DoesTP-LINK's TL-PA211KIT powerline adapter takes advantage of your home's existing electrical wires to transfer data while simultaneously transferring traditional power. That means, with no additional wiring required, users can simply plug the TL-PA211KIT into existing power sockets and instantly establish a networking infrastructure. With its miniature design, you&rsquo;ll enjoy the flexibility of plugging it anywhere in your home!Miniature Design, Ultra-compactWith its new ultra-compact housing design, TL-PA211KIT is much smaller than TP-LINK&rsquo;s legacy mini 200Mbps Powerline Products. At just 28.5mm thick and with its high quality, elegant white shell, they nearly blend completely in front of any power outlet.Up to 200Mbps, 300 MetersWith advanced HomePlug AV technology, TL-PA211KIT provides users with stable, high-speed data transfer rates of up to 200Mbps on a line length of up to 300 meters. Together with its built-in powerful AES encryption, the TL-PA211KIT is a great choice for a whole home solution to connect all network compatible devices--from computers and game consoles to set-top boxes for IPTV to printers and NAS hard drives.&nbsp;Reduces Power Consumption Up to 75%The TL-PA211KIT, a new-generation Powerline Adapter, with its practical design and sophisticated Power-Saving Mode consumes less power when compared with existing Powerline Adapters. When there is no data transmission or reception occurs over a certain period of time, it will automatically switch from its regular ""Working"" Mode to ""Power-Saving"" Mode that will reduce its energy consumption by up to 75%*.*Actual data will vary because of the network conditions and environmental factors&nbsp;Pair Button for Easy Network SecuritySimply by pushing the Pair button on the adapters, users can set up a hassle-free Powerline network within minutes, complete with 128-bit AES encryption for network security and data protection.&nbsp;It's that simple!&nbsp;1. Plug the adapter into the power outlet&nbsp;2. Connect the device via the network cable to the adapter3. Press the encryption buttons&mdash;and you're done!&nbsp;",29.00,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-pa211-powerline-ethernet-adapter,http://www.wireless1.com.au/media/catalog/product/t/l/tl-pa211_ps1.jpg,"Wireless Bridges &amp; Receivers",
TPLTL-PA211KIT,TP-Link,"TP-Link TL-PA211KIT AV200 Mini Powerline Adapter","What This Product DoesTP-LINK's TL-PA211 powerline adapter takes advantage of your home's existing electrical wires to transfer data while simultaneously transferring traditional power. That means, with no additional wiring required, users can simply plug the TL-PA211 into existing power sockets and instantly establish a networking infrastructure. With high-speed data transfer rates of up to 200Mbps, users can enjoy HD video streaming, online gaming, VoIP or any other bandwidth intensive tasks for work or play.Super Small DesignWith its new ultra-compact housing design, TP-LINK's TL-PA211 is much smaller than most other 200Mbps Powerline Products. At just 30mm thick and with its high quality, elegant white shell, it nearly blends completely in front of any power outlet.Up to 200Mbps, 300 MetersWith advanced HomePlug AV technology, TL-PA211 provides users with stable, high-speed data transfer rates of up to 200Mbps on a line length of up to 300 meters. Together with its built-in Qos and powerful AES encryption, the TL-PA211 is a great choice for a whole home solution to connect all network compatible devices--from computers and game consoles to set-top boxes for IPTV to printers and NAS hard drives.Twin Pack DesignA PLC (powerline) connection is established by transmitting data through the electrical wires between two outlets, so it requires at least two PLC adapters plugged into those two outlets to complete the network. With twin pack design, the starter kit is ideal for new users establishing their first PLC network or experienced users intent on expanding their networks.Reduces Power Consumption Up to 65%The TL-PA211, a new-generation Powerline Adapter, with its practical design and sophisticated Power-Saving Mode consumes less power when compared with existing Powerline Adapters. When there is no data transmission or reception occurs over a certain period of time, it will automatically switch from its regular ""Working"" Mode to ""Power-Saving"" Mode that will reduce its energy consumption by up to 65%*.&nbsp;*Actual data will vary because of the network conditions and environmental factors&nbsp;Pair Button for Easy Network SecuritySimply by pushing the Pair button on the adapters, users can set up a hassle-free Powerline network within minutes, complete with 128-bit AES encryption for network security and data protection.&nbsp;It's that simple!&nbsp;1. Plug the adapter into the power outlet&nbsp;2. Connect the device via the network cable to the adapter&nbsp;3. Press the encryption buttons&mdash;and you're done!&nbsp;",48.99,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-pa211kit-av200-mini-powerline-adapter,http://www.wireless1.com.au/media/catalog/product/t/l/tl-pa211kit_ps1_1.jpg,"Ethernet Over Power",
TPLTL-PA411KIT,TP-Link,"TP-Link TL-PA411KIT AV500 Mini Powerline Adapter","What This Product DoesTP-LINK&rsquo;s AV500 Nano Powerline Adapter Starter Kit TL-PA4010KIT turns your existing powerline into a high speed network with no need for new wires or drilling. No configuration is required, simply plug your adapters into your power sockets and you can establish networking infrastructure in a flash. With a speed of up to 500Mbps, TL-PA4010KIT transmits HD streaming and even 3D movies to every room, making it a great choice for an easy to build multimedia entertainment network.&nbsp;Miniature Design, Ultra-compactWith its new ultra-compact housing design, TL-PA4010KIT is much smaller than TP-LINK&rsquo;s legacy mini 500Mbps Powerline Products. At just 28.5mm thick, it nearly blends completely in front of any power outlet.&nbsp;Up to 500Mbps, 300 MetersWith advanced HomePlug AV technology, TL-PA4010KIT provides users with stable, high-speed data transfer rates of up to 500Mbps on a line length of up to 300 meters. Together with its built-in AES encryption, the TL-PA4010KIT is a great choice for a whole home solution to connect all network compatible devices--from computers and game consoles to set-top boxes for IPTV to printers and NAS hard drives.&nbsp;HD StreamingUp to 500Mbps powerline speed ensures smooth HD streamingReduce Power Consumption Up to 85%The TL-PA4010KIT, a new-generation Powerline Adapters, with its practical design and sophisticated Power-Saving Mode consumes less power when compared with existing Powerline Adapters. When there is no data transmission or reception occurs over a certain period of time, it will automatically switch from its regular ""Working"" Mode to ""Power-Saving"" Mode that will reduce its energy consumption by up to 85%*.&nbsp;&nbsp;*Actual data will vary because of the network conditions and environmental factors.&nbsp;Pair Button for Easy Network SecurityYou can set up a hassle-free Powerline network within minutes with TP-LINK&rsquo;s powerline adapters, just plug in and play. Also, the adapters&rsquo; &ldquo;Pair&rdquo; buttons can be utilized for securing or managing multiple powerline adapters in your home powerline network.1. Plug one Internet connected adapter into a nearby power outlet.2. Connect additional adapters to PCs/laptops/Internet TVs or other networked devices via an Ethernet cable or Wi-Fi - and you're done!*Recommended: Press the pair buttons for network security and data encryption.&nbsp;&nbsp;*Note: Powerline adapters must be deployed in set of two or more.Support QoS for Advanced Multiple-media OptimizationQuality of Service (QoS) function prioritizes the bandwidth requirements of data traffic. Users can choose which type of traffic they will use -- Internet, Online Game, and Audio or Video, Voice over IP, and the QoS functions will guarantee clear, instant reproduction of that application, even when other applications are running on the network at the same time. &nbsp;",59.00,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-pa411kit-av500-mini-powerline-adapter,http://www.wireless1.com.au/media/catalog/product/t/l/tl-pa411kit_ps1_1.jpg,"Ethernet Over Power",
TPLTL-SF1008D,TP-Link,"TP-Link TL-SF1008D 8 Port Unmanaged Switch","What This Product DoesThe TL-SF1008D Fast Ethernet Switch is designed for SOHO (Small Office/Home Office) or workgroup users.. All 8 ports support auto MDI/MDIX, no need to worry about the cable type, simply plug and play. Moreover, with the innovative energy-efficient technology, the TL-SF1008D can save up to 60%* of the power consumption and 70% of the packaging material can be recycled, making it an eco-friendly solution for your business network.High PerformanceTL-SF1008D Fast Ethernet Switch provides 8 10/100Mbps Auto-Negotiation RJ45 ports. All ports support Auto MDI/MDIX function, eliminating the need for crossover cables or Uplink ports. Featuring non-blocking switching architecture, TL-SF1008D forwards and filters packets at full wire-speed for maximum throughput. With 10K Jumbo frame, the performance of large files transfers is improved significantly. And IEEE 802.3x flow control for Full Duplex mode and backpressure for Half Duplex mode alleviate the traffic congestion and make TL-SF1008D work reliably.&nbsp;TP-LINK Green TechnologyThis new generation TL-SF1008D Fast Ethernet Switch features the latest innovative energy-efficient technologies that can greatly expand your network capacity with much less power. It automatically adjusts power consumption according to the link status and cable length to limit the carbon footprint of your network.It also complies with the EU&rsquo;S RoHS, prohibiting the use of certain hazardous materials. Besides, 70% of the packaging material can be recycled.Easy to UseThe auto features of this switch make installation plug and play and hassle-free. No configuring is required. Auto MDI/MDIX eliminates the need for crossover cables. Auto-negotiation on each port senses the link speed of a network device (10, 100 Mbps) and intelligently adjusts for compatibility and optimal performance.",10.99,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-sf1008d-8-port-unmanaged-switch,http://www.wireless1.com.au/media/catalog/product/s/f/sf1008d_ps1_1.jpg,Switches,
TPLTL-SF1024,TP-Link,"TP-Link TL-SF1024 24-Port Rackmount Switch","What This Product DoesThe 24-Port Fast Ethernet Switch TL-SF1024 is designed to meet the needs of the most demanding workgroup and departmental connectivity requirements. A reliable, easy-to-use switch without the complexity of management, the TL-SF1024 provides&nbsp;24 10/100Mbps ports. The TL-SF1024 combines ease of use with unsurpassed performance resulting in an exceptional value for any cost-conscious network administrator who wants the best possible solution at the best possible price.&nbsp;Ease of UseThe auto features of this switch make installation plug and play and hassle-free. No configuring is required. Auto MDI/MDI-X crossover on all ports eliminate the need for crossover cables or uplink ports. Auto-negotiation on each port senses the link speed of a network device (either 10, 100) and intelligently adjusts for compatibility and optimal performance. Compact size shell make it ideal for desktops with limited space while it is also Rackmountable, convenient and safe. Dynamic LED lights provide real-time work status display and basic fault diagnosis.Superior PerformanceThe rack-mount size metal case design combined with a safety certified internal power supply make the Switch the most robust product which is very cost-effective for a less than&nbsp;24 user environment.&nbsp; Featuring non-blocking switching architecture,&nbsp;TL-SF1024 forwards and filters packets at full wire-speed for maximum throughput. With 10K Jumbo frame,&nbsp;the performance of large files transfers is improved significantly.",51.98,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-sf1024-24-port-rackmount-switch,http://www.wireless1.com.au/media/catalog/product/t/l/tl-sf1024_ps1.jpg,Switches,
TPLTL-SG1005D,TP-Link,"TP-Link TL-SG1005D 5 Port Unmanaged Switch","What This Product DoesThe TP-Link 5-Port Gigabit desktop switch TL-SG1005D provides you an easy way to make the transition to Gigabit Ethernet. Increase the speed of your network server and backbone connections, or make Gigabit to the desktop a reality. Moreover, TL-SG1005D adopts lower power consumption design. With the innovative energy-efficient technology, the TL-SG1005D can save up to 70%* of the power consumption, making it an eco-friendly solution for your home or office network.Gigabit SwitchFeatured with&nbsp;5 10/100/1000Mbps ports, TL-SG1005D greatly expands your network capacity, enabling instant large files transferring. So, power users in the home, office, workgroup, or creative production environment can now move large, bandwidth-intensive files faster. Transfer graphics, CGI, CAD, or multimedia files across the network instantly.Go Green With Your EthernetYou now have the choice to go green when upgrading to a gigabit network! This new generation TL-SG1005D 5-Port Gigabit Desktop Switch features the latest innovative energy-efficient technologies that can greatly expand your network capacity with much less power. It automatically adjusts power consumption according to the link status and cable length to limit the carbon footprint of your network.Power down Idle Ports&nbsp;When a computer or network equipment is off, the corresponding port of a traditional switch will continue to consume considerable amounts of power. The TL-SG1005D can automatically detect the link status of each port and reduce the power consumption of ports that are idle, resulting in up to an 80% reduction in power usePower Budget According to Cable Length&nbsp;Ideally, shorter cable would use less power because of less power degradation over their length; this is not the case with most devices as they will use the same amount of power across the cable regardless of the length.Easy to UseThe auto features of this gigabit switch make installation plug and play and hassle-free. No configuring is required. Auto MDI/MDIX eliminate the need for crossover cables. Auto-negotiation on each port senses the link speed of a network device (either 10, 100, or 1000 Mbps) and intelligently adjusts for compatibility and optimal performance.* Maximum power savings when compared to a TP-LINK conventional switch, the real saving rate may vary based on the usage condition.",17.99,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-sg1005d-5-port-unmanaged-switch,http://www.wireless1.com.au/media/catalog/product/s/g/sg1005d_ps1.jpg,Switches,
TPLTL-SG1008D,TP-Link,"TP-Link TL-SG1008D 8 Port Unmanaged Switch","What This Product DoesThe TP-Link 8-Port Gigabit desktop switch TL-SG1008D provides you an easy way to make the transition to Gigabit Ethernet. Increase the speed of your network server and backbone connections, or make Gigabit to the desktop a reality. Moreover, TL-SG1008D adopts lower power consumption design. With the innovative energy-efficient technology, the TL-SG1008D can save up to 80%* of the power consumption, making it an eco-friendly solution for your home or office network.Gigabit SwitchFeatured with 8 10/100/1000Mbps ports, TL-SG1008D greatly expands your network capacity, enabling instant large files transferring. So，power users in the home, office, workgroup, or creative production environment can now move large, bandwidth-intensive files faster. Transfer graphics, CGI, CAD, or multimedia files across the network instantly.Go Green With Your EthernetYou now have the choice to go green when upgrading to a gigabit network! This new generation TL-SG1008D 8-Port Gigabit Desktop Switch features the latest innovative energy-efficient technologies that can greatly expand your network capacity with much less power. It automatically adjusts power consumption according to the link status and cable length to limit the carbon footprint of your network.Power down Idle Ports When a computer or network equipment is off, the corresponding port of a traditional switch will continue to consume considerable amounts of power. The TL-SG1008D can automatically detect the link status of each port and reduce the power consumption of ports that are idle, resulting in up to an 80% reduction in power use. Power Budget According to Cable Length Ideally, shorter cables would use less power because of less power degradation over their lengthEasy to UseThe auto features of this gigabit switch make installation plug and play and hassle-free. No configuring is required. Auto MDI/MDIX eliminate the need for crossover cables. Auto-negotiation on each port senses the link speed of a network device (either 10, 100, or 1000 Mbps) and intelligently adjusts for compatibility and optimal performance.* Maximum power savings when compared to a TP-LINK conventional switch, the real saving rate may vary based on the usage condition.",23.98,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-sg1008d-8-port-unmanaged-switch,http://www.wireless1.com.au/media/catalog/product/s/g/sg1008d_ps1.jpg,Switches,
TPLTL-SG105,TP-Link,"TP-Link TL-SG105 5 Port Unmanaged Switch","What This Product DoesThe TP-LINK&nbsp;5-Port 10/100/1000Mbps Desktop Switch&nbsp;provides you an easy way to make the transition to Gigabit Ethernet. Increase the speed of your network server and backbone connections, or make Gigabit to the desktop a reality. Moreover, TL-SG105 adopts lower power consumption design. With the innovative energy-efficient technology, the TL-SG105 can save up to 65% of the power consumption, making it an eco-friendly solution for your home or office network.Gigabit SwitchFeatured with&nbsp;5 10/100/1000Mbps ports, TL-SG105 greatly expands your network capacity, enabling instant large files transferring. So, power users in the home, office, workgroup, or creative production environment can now move large, bandwidth-intensive files faster. Transfer graphics, CGI, CAD, or multimedia files across the network instantly.&nbsp;Go Green With Your EthernetYou now have the choice to go green when upgrading to a gigabit network! This new generation TL-SG105 5-Port 10/100/1000Mbps Desktop Switch features the latest innovative energy-efficient technologies that can greatly expand your network capacity with much less power. It automatically adjusts power consumption according to the link status and cable length to limit the carbon footprint of your network.Power down Idle Ports When a computer or network equipment is off, the corresponding port of a traditional switch will continue to consume considerable amounts of power. The TL-SG105 can automatically detect the link status of each port and reduce the power consumption of ports that are idle, resulting in up to an 65% reduction in power use. Power Budget According to Cable Length Ideally, shorter cable would use less power because of less power degradation over their length; this is not the case with most devices as they will use the same amount of power across the cable regardless of the length. Easy to UseThe auto features of this gigabit switch make installation plug and play and hassle-free. No configuring is required. Auto MDI/MDIX eliminate the need for crossover cables. Auto-negotiation on each port senses the link speed of a network device (either 10, 100, or 1000 Mbps) and intelligently adjusts for compatibility and optimal performance.* Maximum power savings when compared to a TP-LINK conventional switch, the real saving rate may vary based on the usage condition.&nbsp;",24.99,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-sg105-5-port-unmanaged-switch,http://www.wireless1.com.au/media/catalog/product/t/l/tl-sg105_ps1.jpg,Switches,
TPLTL-SG108,TP-Link,"TP-Link TL-SG108 8 Port Unmanaged Switch","What This Product DoesThe TP-LINK 8 10/100/1000Mbps Desktop Switch TL-SG108 provides you an easy way to make the transition to gigabit Ethernet. Increase the speed of your network server and backbone connections, or make gigabit to the desktop a reality. Moreover, TL-SG108 adopts lower power consumption design. With the innovative energy-efficient technology, the TL-SG108 can save up to 72% of the power consumption, making it an eco-friendly solution for your home or office network.Gigabit SwitchFeatured with 8 10/100/1000Mbps ports, TL-SG108 greatly expands your network capacity, enabling instant large files transferring. So，power users in the home, office, workgroup, or creative production environment can now move large, bandwidth-intensive files faster. Transfer graphics, CGI, CAD, or multimedia files across the network instantly.&nbsp;Go Green With Your EthernetYou now have the choice to go green when upgrading to a gigabit network! This new generation TL-SG108 features the latest innovative energy-efficient technologies that can greatly expand your network capacity with much less power. It automatically adjusts power consumption according to the link status and cable length to limit the carbon footprint of your network.Power down Idle Ports When a computer or network equipment is off, the corresponding port of a traditional switch will continue to consume considerable amounts of power. The TL-SG108 can automatically detect the link status of each port and reduce the power consumption of ports that are idle, resulting in up to an 72% reduction in power use. Power Budget According to Cable LengthIdeally, shorter cable would use less power because of less power degradation over their length; this is not the case with most devices as they will use the same amount of power across the cable regardless of the length.&nbsp;Easy to UseThe auto features of this gigabit switch make installation plug and play and hassle-free. No configuring is required. Auto MDI/MDIX eliminate the need for crossover cables. Auto-negotiation on each port senses the link speed of a network device (either 10, 100, or 1000 Mbps) and intelligently adjusts for compatibility and optimal performance.",37.99,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-sg108-8-port-unmanaged-switch,http://www.wireless1.com.au/media/catalog/product/t/l/tl-sg108_ps1.jpg,Switches,
TPLTL-WA801ND,TP-Link,"TP-Link TL-WA801ND Wireless N300 Access Point","What This Product DoesThe TP-LINK Wireless N Access Point TL-WA801ND is designed to establish or expand a scalable high-speed wireless N network or to connect multiple Ethernet enabled devices such as game consoles, digital media adapters, printers, or network attached storage devices to a wireless network. The APs support a host of different functions that makes your wireless networking experience more flexible than ever before. Now, you can enjoy a better Internet experience when downloading, gaming, video streaming or with any other application that you may wish to use.Wireless N - Speed &amp; RangeAdopting IEEE 802.11n advanced MIMO (Multi Input Multi Output) technology, it simultaneously works through&nbsp;two antennas to Tx and Rx to overcome the interference and signal degradation when traveling long distances or through physical barriers in a small office or a large apartment, resulting in an incredible improvement in the wireless performance, even in a steel-and-concrete building. Above all, you could easily pick up the wireless network during long-distance connection where legacy 11g products may not!Multiple Operating Modes - Easy to Build WLANSupports multiple operation modes (Access Point, Multi-SSID, Client, Universal/ WDS Repeater, Bridge with AP)&nbsp;to enable various wireless applications to give users a more dynamic and comprehensive experience when using their AP. Multiple operating mode also helps you easily to build wireless network for hard-to-wire locations or eliminating wireless dead zone.WPS Button - One Button Setup SecurityThe TL-WA801ND features Wi-Fi Protected Setup&trade; (WPS)&nbsp;that allows users to almost instantly setup their security simply by pressing the ""WPS"" button automatically establishing a WPA2 secure connection, which is more security compared with WEP encryptions. Not only is this faster than normal security setups but more convenient in that you don&rsquo;t need to remember a password!Passive PoE Supported- More Flexible DeploymentThe TL-WA801ND is able to be powered using an Ethernet cable to simultaneously send data and electricity to wherever your AP may be located even up to 100 feet away. This feature multiplies your options allowing you to place the AP in a position that is most convenient to get the best signal possible, such as on the wall or on the ceiling of your office.WPA / WPA2 Encryptions - Advanced SecurityAs for the security of WI-FI connection, WEP encryption has been no longer the strongest and safest guards for outside threats. TL-WA801ND provides WPA/WPA2 encryptions (Both Personal and Enterprises) that are created by the WI-FI Alliance industry group, promoting interpretabilities and security for WLAN.Easy to UseThe device comes with a built-in Quick Setup Wizard on the management software. With a simple and user-friendly interface, it leads all Windows, Mac and Linux users through the setup process step-by-step, and even helps with wireless network settings and security configurations, which is convenient to the users, especially for novice users.",36.99,Yes,New,http://www.wireless1.com.au/networking/networking-products/tp-link-tl-wa801nd-wireless-n-access-point,http://www.wireless1.com.au/media/catalog/product/t/l/tl-wa801nd_2.jpg,"Wireless Access Points",
